S.no,Name,Adress,Phone,Fax,Email
1074,The Oxford Medical College Hospital Blood Bank and Research Centre,"Yadavanahalli, Attibele (Hobli), Anekal Taluk, NH-44 HOSUR ROAD BEHIND LA CLASSIC HOTEL, Bangalore, Bengalore Urban, Karnataka",08030847115 ,-  ,drseemapath28@gmail.com
1075,"Athar Blood Bank, Solapur ","Athar Minorities Social & Welfare Associations, Athar Blood Bank, 1st floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid,, Solapur, Solapur, Maharashtra","9689999744,0217 2622999 ",-  ,atharbloodbank@ymail.com
1076,Smt.Devakabai Kalyanji Cheddha Blood Bank,"107/207, Kuldeep Arcade, C-Wing, Near Phatak, Survey No 108/A,, Palgarh, Palgarh, Maharashtra",9028641886 ,-  ,vijaymsao1@gmail.com
1077,Blood Bank SPM Hospital,"S.P.M. Hospital Research and Trauma Centre Blood Bank, C-48, Kalyanpur,, Kanpur, Kanpur Nagar, Uttar Pradesh","9198607532,8874046666 ",-  ,satish.jaiswal151@gmail.com
1078,Micro Blood Bank  Sasaram,"Micro Blood Bank, Raj Colony, Sasaram, Sasaram, Rohtas, Bihar","9771022313,9097667663 ",-  ,microbloodbanksasaram@gmail.com
1079,"Lahoti Medicare Pvt. Ltd., Indore","4/5 Old Palasia, Ravindra Nagar,, Indore, Indore, Madhya Pradesh",0731 2490577 ,-  ,-
1080,Blood Bank Sadar Hospital Palamu," Sadar Hospital, Daltonganj, Palamu, Jharkhand",7739131818 ,-  ,bloodbankpalamau@gmail.com
1081,"Indian Red Cross Society, Dr. Shirgaonkar Blood Bank","Red Cross Chowk, Civil Hospital Road,, Sangli, Sangli, Maharashtra","7972565479, 0233-2373044 ",(0233) 2372376  ,shirgaonkar_sangli@yahoo.co.in
1082,Bhaskara Medical College and General Hospital Blood Bank,"Sy. No.220, 221/2 and 228, Yenkapally Village, Moinabad, RR, Rangareddy, Telangana",9989213930 ,-  ,kshiti80@yahoo.co.in
1083,Employees State Insurance Corporation Medical College Hospital Blood Bank," ESIC Medical College, 7-1-634, Survey No.121/1 & 121/2, National Highway 65, Sanjeeva Reddy Nagar, Sanath Nagar, Hyderabad, Hyderabad, Telangana",9640754300 ,-  ,esicmcbloodbank@gmail.com
1084,"Indian Red Cross Society Blood Bank, Anand ","Indian Red Cross Society, Anand District Branch, “SARDAR BHAVAN”, Opp. Nagarpalika, Sardar Gunj Road, , Anand, Anand, Gujarat","9099064271, 02692-243406, 02692-268822 ",-  ,ircs_anand@yahoo.co.in
1085,District Hospital Howrah Blood Bank,"9, Biplabi Haren Ghosh Sarani, Howrah-711101, Howrah Dist. Hospital Blood Bank, 9, Biplabi Haren Ghosh Sarani, Howrah - 711101, Howrah, Howrah, West Bengal","9432401182,9002022505 ",-  ,hdh.bloodbank@gmail.com
1086,Paras Blood Bank (Cancer Hospital),"Basement-1, Plot No.2, HSIIDC, Technology Park, Nada Sahib, Sector-22,, Panchkula, Panchkula, Haryana","01725294485 , 8699533435 ",-  ,bloodbank.pkl@parashospitals.com
1087,"Dr. P.D.M.H.C. Hospital & Research Centre, Blood Bank","Block-A,1st Floor, Shivaji Nagar,, Amravati, Amravati, Maharashtra","9766325831,0721-2665545 ",0721-2661742  ,bloodbankdrpdmmc@gmail.com
1088,"Padmashri Dr. Vitthalrao Vikhe Patil Foundation Ahmednagar Medical College Hospital, Blood Bank","Opp.Govt.Milk Dairy Vadgaon Gupta  M.I.D.C.,, Ahmednagar, Ahmadnagar, Maharashtra","9881573633,0241-2778042 (Ext - 449) ",0241-2779782  ,vims_anr@bsnl.in
1089,"Jawahar Lal Nehru Cancer Hospital & Research Centre, Bhopal","Idgah Hills, Bhopal, Bhopal, Madhya Pradesh",0755 4255682 ,-  ,-
1090,"Park Hospital, (Unit of Park Medicentre & Institution Pvt. Ltd.)","Q-1 Block, South City- II, Sohna Road, Main Sector-47, , Gurgaon, Gurgaon, Haryana",0124-49000005 ,-  ,arvindmehrotra@yahoo.co.in
1091,Vijay MahantBlood Bank,"C/o Sri Basaveshwara Childrens Hospital,,Gorbal Naka,Ilakal, Ilkal, Bagalkot, Karnataka","9448293298,08351-270838 ",-  ,vijayamahantbloodbank@gmail.com
1092,Sasoon Blood Bank pune,"Ground Floor,Section 5, Opp.Ambedkar Chawk,Station Rd,, Pune, Pune, Maharashtra","9423575986, 020-26128000, Ext-332-364 ",020-26126868  ,bjmc.bloodbank@gmail.com
1093,Kokilaben Dhirubhai Ambani Blood Bank,"4 bunglows, Achutrao Patwardhan Marg, Andheri (west),, Mumbai, Mumbai, Maharashtra","9320070111,+91-22-3090 0900 ",+91 22 3097 2030  ,Raees.Ahmed@relianceada.com
1094,"Blood Bank Sadar Hospital, Khagaria","Sadar Hospital Khagaria Campus , Khagaria, Khagaria, Bihar","9431689373, 9431689373 ",-  ,bloodbankkhagaria@gmail.com
1095,"Surya Hospital Blood Bank, Saharsa","c/o Surya Hospital, Gandhi Path, Satsang Mandir road,, Saharsa, Saharsa, Bihar",9931697749 ,-  ,-
1096,Keshavsmruti Pratishthan Sanchalit Madhavrao Golwalkar Swayamsevi Raktpedhi,"11-255, J.M.P. Market , Chitra Chowk , Kombadi bazar, Jalgaon, Jalgaon, Maharashtra","9422564079,0257-2234590 ",0257 - 2229963  ,mgsr98@gmail.com
1097,Suburban Hi-tech Blood Bank,"206, Shagun,Rani-Sati Marg, Malad (East), , Mumbai, Mumbai, Maharashtra","9823244573,022-28714060/28714070 ",-  ,suburban.hitech@yahoo.com
1098,Jeevandhara Buldana Urban Blood Bank Run and Managed by Shree Charitable Trust,"1st floor, DSD City Mall,  above bank of India, Tehsil to Stadium Road , Buldana , Buldana, Buldana, Maharashtra",9922527555 ,07262-242024  ,maheshbhakkad@gmail.com
1099,"District Hospital, Narsinghpur","District Hospital Narsinghpur, Blood bank narsinghpur mp, Narsinghpur, Narsimhapur, Madhya Pradesh","Mob: 9074677379, 07792 – 230909 ",-  ,rajniumre111@GMAIL.COM
1100,I.M.A Blood Bank Complex and Research Centre,"Ramavarmupuram, Viyyur Power House Junction, Near All India Radio Station,, Ramavarmapuram, Thrissur, Kerala",04872320784 ,-  ,imabloodbanktsr@gmail.com
1101,Kailash Hospital Ltd. Blood Bank," (A Unit of Kailash Group of Hospitals) 23, K.P.-1, Greater Noida,, Gautam Budh Nagar, Gautam Buddha Nagar, Uttar Pradesh","0120-2327222,  ",-  ,bloodbank.gnoida@kailashhospital.com
1102,The Institute of Child Health and Hospital for Children,"Govt Children Hospital, , Halls Road, egmore, chennai, Chennai, Chennai, Tamil Nadu",9841625135 ,-  ,ichbloodbank@gmail.com
1103,"Blood Bank, Sanjay Gandhi Memorial Hospital","S-Block, Mangolpri, Delhi, North West, Delhi",27916137 ,-  ,bksdelhi2004@yahoo.com
1104,Vaidyanath Blood Bank,"Mundhe Children Hospital, Near Dube Petrol Pump, Jai Nagar, Parli-Vaijnath,, Parli-Vajinath, Bid, Maharashtra","9422242419,02446-223584 ",-  ,Drsuryakantmundhe@gmail.com
1105,"Rotary Blood Bank, Rahuri Charitable Trust","Acharya Anand Rushiji Bhavan, Near Water Tank, Nagar Manmad Road,  A/P.Rahuri, Rahuri, Ahmadnagar, Maharashtra","9975255654,232975 ",-  ,rotarybloodbankrahuri@gmail.com
1106,Sanjeevani Blood Bank Bhosari,"690, 2nd floor, Shine Grand, above Saraswat Bank, Shital Baugh Soc., Bhosari, Pune, Maharashtra","7756873333, 8070104104 ",-  ,pransanjeevanibb@gmail.com 
1107,Blood Bank Astha Hospital,"Aastha Multi Specialty Hospital, Near P.N. Sharma Park, Delhi Road, Baraut, Baagpat, Baghpat, Baghpat, Uttar Pradesh",9837141707 ,-  , asthahospital178@gmail.com
1108,"Blood Bank, Govt.Medical College , General Hospital","Blood Bank, Govt.Medical College & Hospital Old Railway Station,  Gandhi Chowk,, Latur, Latur, Maharashtra","9881417339,02382-257670  ",02382-253017  ,keshavgitte@yahoo.co.in
1109,"Civil Surgeon, District General Hospital Blood Bank","Blood Bank Civil Surgeon, District General Hospital Blood Bank Subhash Road,, Parbhani, Parbhani, Maharashtra","9881517607, 9764005507, 9421082421 ",02542-231387  ,bloodbankghp@gmail.com
1110,Dr.Chandramma Dayananda Sagar Institute of Medical Education and Research,"Khata No:518/515.Survey No.22/P4/43,2ND Floor.F Block.Hospital Building,Devarakagalahalli Village,Harohalli,Kanakapura Taluk,Ramanagara District, Ramanagara, Karnataka",9901749898 ,-  ,bloodcentre.cdsimer@dsu.edu.in
1111,Tejasvini Hospital Lions Blood Bank,"Near City Hospital, Kadri Temple Road, Mangalore, Dakshina Kannada, Karnataka","7259107052,8242225994, 0824-2880100 ",-  ,tejasvinihospital@gmail.com
1112,"Blood Bank Sadar Hospital, Biharsharif","Blood Bank Sadar Hospital, Biharsharif, , Biharsharif, Nalanda, Bihar",9905024647 ,-  ,bbshbiharsarifnalanda@gmail.com
1113,"District Hospital Blood Bank, Rajamundry","1st Floor, District Hospital Premises, Rajamundry, East Godavari, Andhra Pradesh",9440473652 ,-  ,govtbloodbank.rjy@gmail.com
1114,"Raiganj Blood Bank, Uttar Dinajpur Raiganj District Hospital","P.O. Raiganj, Raiganj Dist. Hospital, P.O. : Raiganj, Dist - Uttar Dinajpur, RAIGANJ, Uttar Dinajpur, West Bengal",03523241400 ,-  ,rdhbb2012@gmail.com
1115,"C. U. SHAH MEDICAL COLLEGE & HOSPITAL, SURENDRANAGAR","Blood Bank, C. U. Shah Medical College & General Hospital,  Dudhrej road,, Surendranagar, Surendranagar, Gujarat",02752-287041 ,02752-256006  ,bbcusmc@rediffmail.com
1116,"Bilasa Blood Bank, Shankar Nagar","Main Rd, Pandri, Raipur, Raipur, Raipur, Chhattisgarh","0771-4009304, 9340064660 ",-  ,avilokitas@yahoo.com
1117,Sara Memorial Medical laboratory & Blood Bank,"Brigade Centre,Fort road, Kannur, Kannur, Kerala","0497-2767368, 9847801819,9074455211 ",-  ,maryzach117@gmail.com
1118,"Acharya Anandrishiji Blood Bank, Pune","191/192,  Sadashiv Peth, S.M.Joshi Foundation Bldg. Near Patrakar Bhavan,, Pune, Pune, Maharashtra","8554909040,020-24537627  ",020-24531600  ,aapunebloodbank@gmail.com
1119,SGL Charitable Hospital,"Blood Bank, Room No: 201, Garha Road,, Jalandhar, Jalandhar, Punjab","98786-45450, 0181-2481205-6 ",0181-2481744  ,info@sglhealthcare.com
1120,Blood Bank Jawahar Lal Nehru Medical College and HospitalAMU Aligarh,"Jawahar Lal Nehru Medical College and Hospital AMU Aligarh, Aligarh, Aligarh, Uttar Pradesh","9897406711, 9358203015 ",-  ,bloodbankjnmch@gmail.com
1121,Apollo Specialty Hospital Blood Bank Madurai,"No.14 Deputy Collectors Colony Lake View Road K.K. Nagar, Madurai, Madurai, Tamil Nadu",04524341199 ,-  ,bloodbank_mdu@apollohospitals.com
1122,Subharti Blood Bank,"Subharti Blood Bank, Meerut By Paas Road,, Meerut, Meerut, Uttar Pradesh","8392929313,Off. -0121-3058036,9927502255 ",-  ,-
1123,Divisonal District Hospital Mirzapur,"KACHEHERY  ROAD ,RAMBAG,MIRZAPUR, Mirzapur, Mirzapur, Uttar Pradesh",05442253540 ,-  ,bloodbankmzp@gmail.com
1124,"Shri Basaveshwar Manav  vikas, Grameen sevabhavi sanstha, Adarsh Blood Bank","Arihant Galaxy, 1st floor, C.S. NO- 1599, Opp. Civil Hospital, Garpir Road,, Sangli, Sangli, Maharashtra","9225812369,0233-6012777, 7798539069 ",-  ,umeshpatil658@gmail.com
1125,"K.B.Bhabha Muncipal General Hospital, Blood Bank","1st floor, N.38, R.K.Patkar Marg, Bandra (W), Mumbai, Mumbai, Maharashtra","9503177219,26422775 / ext - 4103, 4104 ",022-26405227  ,bhabha.bandra@gmail.com
1126,MAHAMANA PANDIT MADAN MOHAN MALAVIYA CANCER CENTRE  BLOOD CENTRE Varanasi ,"bagiya nariya road,BHU campus varanasi, Varanasi, Uttar Pradesh",7905711071 ,-  ,mittalsid101@gmail.com
1127,"Blood Bank Sadar Hospital , Hajipur","Blood Bank Sadar Hospital Hajipur, Hajipur, Vaishali, Bihar",9279220893 ,-  ,shbbhajipur36@gmail.com
1128,Shri Gajanan Blood Bank And Components,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan,, Yavatmal, Yavatmal, Maharashtra","9422167186,07232-242985 ",-  ,kavita201@gmail.com
1129,Blood Bank Kamineni Hospitals,"Sy. No 68, L B Nagar, Hyderabad, Hyderabad, Telangana",9491061343 ,-  ,bloodbank@kaminenihospitals.com
1130,M/S Late Dr. Sadanandji Burma Trust Blood Bank,"plot no- 53, sheet no-20c, gvalipura,  SADAR BAZAR, paratwada,, paratwada, Amravati, Maharashtra","9403621600, ",-  ,rsburma@yahoo.co.in
1131,Parakh Volunatry Blood Bank,"Parakh Voluntary Blood Bank (Run by Samagra Vikas Jan Kalyan Samiti) Karguvaji Road, Opposite Gate No. 2 Medical College,, Jhansi, Jhansi, Uttar Pradesh","0510-2321134,9918704568 ",-  ,bhngpt@yahoo.co.in
1132,A.G. Padmavathi's Hospital Limited,"R.S.127/1A, 1A, 1A, Villianur Main Road, Arumparthapuram, Puducherry, Puducherry, Puducherry",04132295551 ,-  ,bloodbankagp@gmail.com
1133,Anandrushiji Blood Bank,"Survey no.16/1, plot no.2 behind Anadrushiji Hospital Burudgaon road,, Ahmednagar, Ahmadnagar, Maharashtra","9049673565,0241-2320472 /3/4 ",0241-2359085/2353055  ,ar.bloodbank@gmail.com
1134,Ahalia blood transfusion sevices,"Ahalia blood transfusion services  Building number  01/2011, 1st floor Ahalia Diabetes Hospital  Ahalia international Foundation Kozhipara palakkad, Palakkad, Palakkad, Kerala",9400214146 ,-  ,bloodbank@ahalia.in
1135,"QRG, Centre Hospital & Research Centre","Plot No. 69, Sec-2oA Near Neelam Fly Over, , Faridabad, Faridabad, Haryana","8527459539 ,9560588702 ",-  ,krishan.tyagi@qrgmedicare.com
1136,District Hospital Blood Bank Mandya,"Mandya Institute of Medical Sciences, Mandya, Mandya, Mandya, Karnataka","9986093019,08232-224040 ",-  ,mnd.districthospital.bb@gmail.com
1137,Sadar Hospital Shekhpura,"Sadar Hospital Shekhpura, Ballu Chauk, Sheikhpura, Sheikhpura, Bihar",8340224162 ,-  ,bloodbanksheikhpura123@gmail.com
1138,Prince Aly Khan Hospital Blood Bank,"Aga Hall, Nesbit Road, Mazgaon,, Mumbai, Mumbai, Maharashtra","9821035341, 022-23777934  ",-  ,sunitasrivastavpakhbb@gmail.com
1139,"M/s Mallikarjun Charitable Sanstha, Solapur's, Mallikarjun Blood Bank","House No. 342, C.T.S. No. 7103/18, Pallavi Complex, First Floor & Second Floor, North Sadar Bazar,, Solapur, Solapur, Maharashtra","9096803121,0217 2310355 / 9975829128 ",-  ,mallikarjunbloodbanksolapur@gmail.com
1140,Jai Ma Kaila Devi Charitable Blood Bank,"Mahaur Guest House, Mursan Gate,, Hathras, Hathras, Uttar Pradesh",7409999013 ,-  ,jmkdbloodbank@gmail.com
1141,Blood Line Charitable Blood Bank,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near vikas Palm, Dr.Ambedkar Road, Thane (w), Thane, Thane, Maharashtra","9867997507,022-25375000 ",022-25375000  ,bloodlinethane@rediffmail.com
1142,Grecian Superspeciality Hospital Mohali,"Opp. Village Khumbra, Sector-69,, Mohali, Sahibzada Ajit Singh Nagar, Punjab",9646115389 ,-  ,kmrpraveen14390@gmail.com
1143,Bombay Hospital Trust Blood Bank,"MRC, Bombay Hospital 12, New Marine Lines,, Mumbai, Mumbai, Maharashtra","9820302628,022-22067676 Ext-215/216/238 ",022-22080871  ,maya@parihar.com
1144," Apollo Hospital International Ltd., Bhat","Blood Bank, Apollo Hospital International Ltd., Block No. 1/A, GIDC estate ,Bhat, , Gandhinagar, Gandhinagar, Gujarat","9879479350, 079-66701825 ",-  ,sanjayg@apolloahd.com
1145,City Blood Bank,"ACR Tower, 90 araghar chawk, dehradun, Dehradun, Dehradun, Uttarakhand",9773960043 ,-  ,citybloodbankdun@gmail.com
1146,Lokmanya Blood Bank,"Gopinath Chambers Basement Floor, Adalat Road Aurangabad, Aurangabad-maharashtr, Aurangabad, Aurangabad, Maharashtra",9049550011 ,-  ,lokmanyabloodbank@gmail.com
1147,Maharaj Sawan Singh Charitable Hospital,"G.T. Road, Beas, Amritsar, Amritsar, Punjab","8360755480, 01853-273130-61 ",-  ,dr.rk_gupta@yahoo.com
1148,Josgiri Hospital Blood Bank Kannur,"JOSGIRI HOSPITAL , HOLLOWAY ROAD, THALASSERY( PO ), THALASSERY, Kannur, Kerala","9605717618,  9995352712 ",-  ,josegirilab@gmail.com
1149,B.S.HOSPITAL & HEART CENTRE ,"AZAD ROAD, CHANDAUSI Sambhal Uttar Pradesh, chandausi, , Uttar Pradesh",8824477755 ,-  ,dr. rakeshchaudhary11@gmail.com
1150,Dhanwantri Blood Bank,"Dhanwantri Blood Bank,  H. No. 5/464/1 plot No. 77/3, Jamner Road, Rangoli Hotel  Jawal Anand Nagar Bhusawal, Bhusawal, Jalgaon, Maharashtra","9326728048,(02582)243243, 243000 ",-  ,dhanawantaribbbsl@hotmail.com
1151,"Dr. D.Y. Patil Hospital & Research Centre, Blood Bank","Sector-5, Nerul(E) Navi Mumbai, Thane, Thane, Maharashtra","9967762706,022-39215955/39215994 ",022-39219511  ,bloodbank.dyph@gmail.com
1152,"Javitri Hospital , Blood Bank & Component Centre","Room No. : 112, Ground Floor, Javitri Hospital, Raibareli Road Telibagh Lucknow , Lucknow, Lucknow, Uttar Pradesh",9838778776 ,-  ,ityagi@rediffmail.com
1153,Seva Blood Bank,"SEVA BLOOD BANK, NILKANTH APPARTMENT, SATANA NAKA SOYGAON, MALEGAON, Nashik, Maharashtra",02554-257077 ,-  ,sevabloodbankmalegaon@gmail.com
1154,Blood Bank District Hospital Rampur,"District Hospital,, Rampur, Rampur, Uttar Pradesh","8392911527, 05952324687 ",-  ,bloodbankdhr@gmail.com
1155,M/S GS MEDICAL COLLEGE & HOSPITAL(BLOOD BANK),"VILLAGE PIPLABANDPUR,NH 24,PILKHUWA; Distt-HAPUR(UP), PILKUWA, Ghaziabad, Uttar Pradesh","0122-2327400,8057555547 ",-  ,gsmedicalcollege@gmail.com
1156,"Ocean Bahuuddeshiy Sanstha, M/s Ekneel Blood bank","Ocean Bahuuddeshiy Sanstha, M/s Ekneel Blood Bank,  Ward No. 24, Plot No. 83/4, Near City Centre, Datta Chowk, Jail Road,, Pushad, Yavatmal, Maharashtra","8177983399,07232 - 250111 ",-  ,ekneelbloodbank@rediffmail.com
1157,The Santajee Educational & Medical foundation Trusts Navjeevan Blood Bank,"T.P No.1, Final Plot No.181,Office No.15,16,17, Second Floor, Ashirwad Complex,Opp.Zilla Parishad, Trimbak, Nashik, Nashik, Maharashtra","0253 - 2508777, 9604496044 ",-  ,navjeevanbloodbanknsk@gmail.com
1158,"Pune Chest & General Hospital Blood Bank, Pune","Aundh Camp,, Pune, Pune, Maharashtra","8857077981, 865748749, 9604871471 ",020-27285432  ,csaundhpune@yahoo.co.in
1159,Government District Hospital Blood Bank Tandur,"D H Tandur, Tandur, Vikarabad, Telangana","08411271622,9949010986 ",-  ,tandurdhbb@gmail.com
1160,Mira Bhayandar Muncipal Corporation Rajeev Gandhi Blood Bank,"C.S No.30/32, Poonam Sagar Complex, Near Allahabad Bank, Mira Road (E),, Thane, Thane, Maharashtra","9975564128 / 9220821544,022-64510666 ",-  ,vinayakchaudhari1@gmail.com
1161,City Blood Bank,"Basement C-1/1 Lohia Puram, Avas Vikas Colony, Fatehpur Road, Farrukhabad, Farrukhabad, Uttar Pradesh",05692240860 ,05692 240 860  ,cityhospital.fbd@gmail.com
1162,Samarpan Blood centre,"plot no179/12 Property no52.52/1 to 3 1st floor, hedge Bld, Behind Pandav Mahal. Tilak Ward bhandara, Bhandara, Maharashtra",9665759771 ,-  ,-
1163,"Sharddha Vol. Blood Bank & Pathology Laboratory, Dhangadhra","Shraddha Vol. Blood Bank & Pathology Laboratory, Halani Chamber, 1st floor,  zala road, Dhangadhra,, Gandhinagar, Surendranagar, Gujarat","9426922330, 02754-280301 ",-  ,shraddhapatho99@yahoo.com
1164,MNR Medical College & Hospital Blood Bank,"Cellar Portion, Pasalwadi, Narsapoor Road, Sanga Reddy, Sangareddy, Sangareddy, Telangana",9989194674 ,-  ,lakshmi.bapan@gmail.com
1165, GAYATRI VIDYA PARISHAD INSTITUTE OF HEALTH CARE AND  MEDICAL  TECHNOLOGY ,"DNO:6-25, MARIDIVALLEY , MARIKAVALASA , MADHURAWADA, MADHUEAWADA, Visakhapatnam, Andhra Pradesh",7675808026 ,-  ,gvpbloodbank@gmail.com
1166,Blood Bank Hind Institute of Medical Sciences,"Hind Institute of Medical College Sciences Blood Bank, Safedabad,, Barabanki, Bara Banki, Uttar Pradesh","9415022105,05248- 221399, 226685 ",-  ,hindbloodbank1923@gmail.com
1167,"Indian Red Cross Society Choryasi Taluka Branch, Surat","Indian Red Cross Society Choryasi Taluka Branch, Red Cross Blood Bank, B-9, Gurukrupa Society, Star Bajar to L.P.Savani School Road,, surat, Surat, Gujarat",9825034591 ,-  ,indianredcrosssurat@yahoo.com
1168,Blood Bank St. Joshep Hospital,"Sant Josheph Hospital, Gomti Nagar,, Lucknow, Lucknow, Uttar Pradesh","8004325738,0522-4054220, 21,8004325734 ",-  ,-
1169,Kalyan dombivali Muncipal Corporation Sponsered Nandakishore Educaation Society Arpan Blood Bank,"2nd floor, Bai Rukhminibal Hospital, Near Railway Station, Kalyan (w), Thane, Thane, Maharashtra",0251-3266322 ,-  ,nandkishor@arpanbloodbank.org
1170,Blood Bank Fatima Hospital,"Fatima Hospital Mau Nath Bhanjan,, Mau, Mau, Uttar Pradesh","7839038093,9455455716 ",-  ,fatimahospital@rediffmail.com
1171,"Blood Bank, Max Super Specialty Hospital, (A unit of Balaji Medical & Disgnostic Research Centre)","108-A, Indraprastha Extension, Opposite Sanchar Apartment, Delhi, East, Delhi","01143033333,9911866565 ",-  ,bloodbank.ppg@maxhealthcare.com
1172,"Asian Heart Institute & Research center, Blood Bank","G/N/Block, opp. ICICI Tower, Near UTI Bldg Bandra Kurla Complex , Bandra (E),, Mumbai, Mumbai, Maharashtra"," 9960630774,022 6698 6570 ",6698 6508  ,bloodbank@ahirc.com
1173,"Sadguru Gajanan Maharaj Education Society,  Paramedical Inst., Revneel Blood Bank","CTC. No.2909/1/B/3, Mahalaxmi Complex, 2nd Floor, Behind Sangola Bus Stand Sangola, , Sangola, Solapur, Maharashtra",9823817494 ,-  ,revneelbloodbank05@gmail.com
1174,M/s Sant Nirankari Blood Bank,"Sant Nirankari Mandal Sant Nirankari Blood Bank, 3rd Floor, Sant Nirankari Satsang Bhavan, Western Exp. Highway, Hanuman Road, Vile Parle-E,, Mumbai, Mumbai, Maharashtra","9820415129,022-26195539 ",-  ,santnirankaribb@gmail.com
1175,Lions District 322B1 Blood Bank,"27/8A Waterloo Street, Kolkata, Kolkata, West Bengal","033-22485778/22485780, 7890522999 ",-  ,lionsblood.bank@ymail.com
1176,M/s.Virinchi Healthcare Private Limited,"Third floor,  D.No.6-3-2,3,3/1&4, Road No.1, Banjara Hills, Hyderabad, Telangana State , Hyderabad, Hyderabad, Telangana",9100990262 ,-  ,virinchibb@gmail.com
1177,Shamli Charitable Blood Bank (Run by Jan Jeevan Kalyan Samity),"Plot No. 25, Rampuram Colony, Kairana Road, Shamli, Shamli, Uttar Pradesh",09813096886 ,-  ,shamlibloodbank2014@gmail.com
1178,Daga Memorial Women Govt. Hospital  Blood Bank,"Gandhibag, Nagpur, Nagpur, Maharashtra",9763201541 /8308178609(Dr.Mahata) ,0712-2729202  ,mehtasangeeta.345@gmail.com
1179,"Dr Mankar Memorial Trust, Late. Dr. B.P. Thakre Memorial Component Blood Bank","2ND Floor, Abhinandan Building, Near Janata Homeopathic College, Ram Nagar,, Akola, Akola, Maharashtra","9823243771, 0724-2457529/30 ",-  ,drbptmbbakl@gmail.com
1180,Blood Bank Abhay Institute of Medical Sciences,"M/S Blood Bank Abhay Institute of Medical Sciences Pvt. Ltd, HARIO, Dobhi Road,, Gaya, Gaya, Bihar",9006298774 ,-  ,aimsbloodbank@gmail.com
1181,"Abhinav Sikshan Mandal's,  Sanjeevan Blood Bank","250/B/65  first floor, lucky Naresh Banglow, opp. Collector office nagala park ,, Kolhapur, Kolhapur, Maharashtra","9371782825,0231 - 2668031 /32 ",-  ,ssfarakte@yahoo.in
1182,"IMA Meerut Blood Bank, Meerut","Dr.Bhupal singh Memorial IMA Hall H.No 380,Shivaji road , near baccha park, Meerut, meerut, Meerut, Uttar Pradesh",9997732222 ,-  ,imabloodbankmeerut@gmail.com
1183,Blood Bank Fatima Hospital,"Fatima Hospital, Blood Bank, 35C Mahanagar,, Lucknow, Lucknow, Uttar Pradesh","9839184374, 8090099114,0522-2961196 ",-  ,fatimahospitallko@gmail.com
1184,Ahmednagar Municipal Council Blood Bank,"Late. Balasaheb Deshpande Hospital, Near Asha Theatre,, Ahmednagar, Ahmadnagar, Maharashtra","9420343699,0241 2345646 ",0247-2429291  ,bloodbankamc@gmail.com
1185,Paarvati devi Hospital unit 2 blood centre,"Yaseen Road, Amritsar, Amritsar, Punjab",8591150000 ,-  ,parvatidevibloodbank@gmail.com
1186,Tinsukia Civil Hospital Blood Bank,"(L.G.B.), Bordoloi Nagar, Tinsukia, Tinsukia, Assam","0374-2308343, 2300044, 8876262939 ",-  ,bloodbanktinsukia@gmail.com
1187,Awadh cheritable Blood bank ( Lucknow ) ,"A-6, Sitapur Rd, Aliganj Extension, Sector CS, Chandralok, Lucknow, Uttar Pradesh, Lucknow, Lucknow, Uttar Pradesh","9026101000 ,6388044628, 9453313030  ",-  ,awadhcbb@gmail.com
1188,Sree Uthradam Thirunal Hospital,"S U T Hospital pattom, Palace View Road, Vrindavan Gardens, , Pattom, Thiruvananthapuram, Kerala","0471-4077777, 9745588195 ",-  ,sutlab@sutpattom.com
1189,Godavari Foundation's Dr.Ulhas Patil Medical College & Hospital Blood Bank,"Hospital Blg, 2nd floor, Gat no.315/316/321/305 Jalgaon-Bhsawal Road,N.H no -6,, Jalgaon- Kh, Jalgaon, Jalgaon, Jalgaon, Maharashtra","9823100333, 0257-2366739 ",0257-2366648  ,dupmcj@yahoo.in
1190,Sri Ramachandra Medical College & Research Institute,"No.1 Ramachandra Nagar, Porur, Chennai, Chennai, Tamil Nadu",04445928561 ,-  ,srmcbb@yahoo.com
1191,"Civil Surgeon, Dist- General Hospital Blood Bank & Component, Amravati","Dr. Babasaheb Ambedkar Chowk Dist - General Hospital Blood Bank,, Amravati, Amravati, Maharashtra",8421932033 (kunde) (optional) 9763599173 ,0721-2663338  ,cs_amaravati@rediffmail.com
1192,Shri Sai Hospital & Blood Bank," Delhi Road, Moradabad, Moradabad, Moradabad, Uttar Pradesh","9359673324,0591-2479837,7055011700 ",-  ,dgpath@gmail.com
1193,"Shanti Bhawan Medical Centre, Blood Bank","Blood Bank, Shanti Bhawan Medical Centre, P.S. Biru, Simdega, Biru, Simdega, Jharkhand",8294034425 ,-  ,sbmebiru@gmail.com
1194,"Nandkishor Education Society Trust, Arpan Voluntary Blood Bank","1st floor, Indira Gandhi Rugnalaya, LAD Square, Gandhi Nagar, North Ambazari Road,, Nagpur, Nagpur, Maharashtra","9823448472,0712-2244445/6/7 ",-  ,nandkishor@arpanbloodbank.org
